id,rel_image_path,rel_mask_path,split,dataset,dataset_format,crop_width,crop_height,iris_radius,pupil_radius,pupil_size,iris_size,iris_texture,lighting_skybox,skin_texture,head_pose
107,images/107.jpg,Masks/107.png,train,unity_eyes,unity_eyes_3c,223,167,39.154335021972656,19.577167510986328,0.3612567,0.9253656,eyeball_brown,st_lucia_beach_2k,m03_color,"(358.2859, 142.9546, 0.0000)"
108,images/108.jpg,Masks/108.png,train,unity_eyes,unity_eyes_3c,210,164,41.36896514892578,6.205344772338867,-0.0996935,0.963194,eyeball_grey_1,st_lucia_beach_2k,m08_color,"(8.2000, 204.7735, 0.0000)"
109,images/109.jpg,Masks/109.png,train,unity_eyes,unity_eyes_3c,208,160,38.45891571044922,5.768837356567382,-0.0782216,0.9071041,eyeball_brown,st_lucia_beach_2k,m05_color,"(353.9205, 203.3571, 0.0000)"
11,images/11.jpg,Masks/11.png,train,unity_eyes,unity_eyes_3c,235,132,41.05051040649414,6.157576560974121,-0.003923507,0.9994621,eyeball_grey_1,bergen_2k,m01_color,"(11.2168, 156.0533, 0.0000)"
110,images/110.jpg,Masks/110.png,train,unity_eyes,unity_eyes_3c,223,164,39.33637237548828,5.900455856323242,-0.5910556,0.959431,eyeball_brown,st_lucia_beach_2k,f02_color,"(11.6197, 142.0986, 0.0000)"
111,images/111.jpg,Masks/111.png,train,unity_eyes,unity_eyes_3c,225,152,40.838226318359375,6.125733947753906,-0.004823468,0.9449157,eyeball_brown,st_lucia_beach_2k,f05_color,"(3.2404, 158.3644, 0.0000)"
112,images/112.jpg,Masks/112.png,train,unity_eyes,unity_eyes_3c,210,160,41.70330810546875,20.851654052734375,0.180828,0.9479117,eyeball_brown,st_lucia_beach_2k,m03_color,"(358.1496, 208.6998, 0.0000)"
113,images/113.jpg,Masks/113.png,train,unity_eyes,unity_eyes_3c,215,142,41.626121520996094,9.521475784469605,0.0228738,0.9539051,eyeball_grey_1,st_lucia_beach_2k,m12_color,"(3.0616, 202.1211, 0.0000)"
114,images/114.jpg,Masks/114.png,train,unity_eyes,unity_eyes_3c,226,154,40.92692565917969,6.139038848876953,-0.1036415,0.9385198,eyeball_amber,st_lucia_beach_2k,m12_color,"(9.1883, 159.0208, 0.0000)"
115,images/115.jpg,Masks/115.png,train,unity_eyes,unity_eyes_3c,236,171,34.48731994628906,12.196630379264832,0.03536555,0.9205886,eyeball_brown,st_lucia_beach_2k,m09_color,"(348.3495, 190.2792, 0.0000)"
116,images/116.jpg,Masks/116.png,train,unity_eyes,unity_eyes_3c,225,133,41.186344146728516,20.593172073364258,0.1174793,0.9476708,eyeball_brown,st_lucia_beach_2k,m13_color,"(351.8451, 188.9033, 0.0000)"
117,images/117.jpg,Masks/117.png,train,unity_eyes,unity_eyes_3c,194,166,40.660797119140625,6.099119567871093,-0.1639099,0.9823393,eyeball_grey_1,st_lucia_beach_2k,f05_color,"(13.9748, 218.4555, 0.0000)"
118,images/118.jpg,Masks/118.png,train,unity_eyes,unity_eyes_3c,231,155,40.180809020996094,6.027121353149414,-0.05467929,0.9397641,eyeball_brown,st_lucia_beach_2k,m10_color,"(9.3771, 184.7589, 0.0000)"
119,images/119.jpg,Masks/119.png,train,unity_eyes,unity_eyes_3c,231,131,38.88017272949219,19.440086364746094,0.4916099,0.9692238,eyeball_brown,DF360_002c_Ref,m11_color,"(16.8030, 185.5956, 0.0000)"
12,images/12.jpg,Masks/12.png,train,unity_eyes,unity_eyes_3c,241,131,39.58427429199219,19.792137145996094,0.5797631,0.9755878,eyeball_brown,bergen_2k,m06_color,"(359.7728, 174.4289, 0.0000)"
120,images/120.jpg,Masks/120.png,train,unity_eyes,unity_eyes_3c,222,161,29.389049530029297,4.408357429504394,-0.184742,0.9437894,eyeball_grey_1,DF360_002c_Ref,m06_color,"(349.5554, 145.3123, 0.0000)"
121,images/121.jpg,Masks/121.png,train,unity_eyes,unity_eyes_3c,234,145,43.31739044189453,6.497608566284179,-0.0405849,0.994204,eyeball_brown,DF360_002c_Ref,m13_color,"(16.9342, 162.3985, 0.0000)"
122,images/122.jpg,Masks/122.png,train,unity_eyes,unity_eyes_3c,237,166,39.87012481689453,19.935062408447266,0.3279868,0.9117611,eyeball_brown,DF360_002c_Ref,m04_color,"(18.2904, 180.2043, 0.0000)"
123,images/123.jpg,Masks/123.png,train,unity_eyes,unity_eyes_3c,222,134,34.81422424316406,17.40711212158203,0.1598523,0.9305554,eyeball_brown,DF360_002c_Ref,m07_color,"(358.8866, 199.2078, 0.0000)"
124,images/124.jpg,Masks/124.png,train,unity_eyes,unity_eyes_3c,201,161,35.40693664550781,5.3110404968261715,-0.05349999,0.943242,eyeball_brown,DF360_002c_Ref,m02_color,"(344.0756, 213.4773, 0.0000)"
125,images/125.jpg,Masks/125.png,train,unity_eyes,unity_eyes_3c,218,149,36.46405029296875,18.232025146484375,0.1568617,0.952002,eyeball_green,DF360_002c_Ref,m10_color,"(2.6275, 196.2017, 0.0000)"
126,images/126.jpg,Masks/126.png,train,unity_eyes,unity_eyes_3c,199,139,37.22661209106445,18.613306045532227,0.2936925,0.9243234,eyeball_brown,DF360_002c_Ref,m05_color,"(346.8051, 214.0326, 0.0000)"
127,images/127.jpg,Masks/127.png,train,unity_eyes,unity_eyes_3c,229,169,42.75303649902344,6.412955474853516,-0.05668708,0.9780678,eyeball_grey,DF360_002c_Ref,m09_color,"(1.7278, 195.1842, 0.0000)"
128,images/128.jpg,Masks/128.png,train,unity_eyes,unity_eyes_3c,233,141,38.43231201171875,5.7648468017578125,-0.2290689,0.9581452,eyeball_grey,DF360_002c_Ref,m05_color,"(19.6626, 188.5628, 0.0000)"
129,images/129.jpg,Masks/129.png,train,unity_eyes,unity_eyes_3c,218,128,39.88810348510742,5.9832155227661135,-0.2897345,0.9184674,eyeball_brown,DF360_002c_Ref,m13_color,"(350.3471, 205.1230, 0.0000)"
13,images/13.jpg,Masks/13.png,train,unity_eyes,unity_eyes_3c,237,126,37.72367858886719,18.861839294433594,0.2265897,0.9879349,eyeball_green,bergen_2k,m10_color,"(1.0624, 154.7005, 0.0000)"
130,images/130.jpg,Masks/130.png,train,unity_eyes,unity_eyes_3c,221,168,37.951202392578125,5.692680358886719,-0.07656892,0.948597,eyeball_brown,DF360_002c_Ref,m07_color,"(353.0321, 143.0765, 0.0000)"
131,images/131.jpg,Masks/131.png,train,unity_eyes,unity_eyes_3c,234,169,37.04450225830078,5.556675338745117,-0.1569286,0.9275509,eyeball_brown,DF360_002c_Ref,f03_color,"(353.8774, 154.2242, 0.0000)"
132,images/132.jpg,Masks/132.png,train,unity_eyes,unity_eyes_3c,244,153,39.252281188964844,4.550650415992737,0.01159334,0.9254177,eyeball_brown,DF360_002c_Ref,m12_color,"(19.8802, 176.5285, 0.0000)"
133,images/133.jpg,Masks/133.png,train,unity_eyes,unity_eyes_3c,226,155,41.22581481933594,20.61290740966797,0.08634281,0.9392594,eyeball_brown,DF360_002c_Ref,m02_color,"(4.8770, 149.3026, 0.0000)"
134,images/134.jpg,Masks/134.png,train,unity_eyes,unity_eyes_3c,220,154,43.75676727294922,6.563515090942382,-0.2839787,0.9950709,eyeball_brown,DF360_002c_Ref,m07_color,"(9.6258, 202.9715, 0.0000)"
135,images/135.jpg,Masks/135.png,train,unity_eyes,unity_eyes_3c,210,128,40.36079406738281,6.054119110107422,-0.1232192,0.9728817,eyeball_green,DF360_002c_Ref,m01_color,"(356.0441, 204.0188, 0.0000)"
136,images/136.jpg,Masks/136.png,train,unity_eyes,unity_eyes_3c,193,152,35.81597900390625,17.907989501953125,0.3634353,0.9922698,eyeball_brown,DF360_002c_Ref,m08_color,"(19.6501, 215.8333, 0.0000)"
137,images/137.jpg,Masks/137.png,train,unity_eyes,unity_eyes_3c,182,124,36.33181381225586,5.449772071838379,-0.1054182,0.9454208,eyeball_green,DF360_002c_Ref,m13_color,"(4.3158, 218.0254, 0.0000)"
138,images/138.jpg,Masks/138.png,train,unity_eyes,unity_eyes_3c,238,172,38.320716857910156,5.748107528686523,-0.2310029,0.9204686,eyeball_brown,DF360_002c_Ref,f01_color,"(10.0183, 186.5654, 0.0000)"
139,images/139.jpg,Masks/139.png,train,unity_eyes,unity_eyes_3c,218,130,32.98408126831055,4.9476121902465815,-0.09517399,0.9094703,eyeball_brown,DF360_002c_Ref,f01_color,"(353.5369, 202.5387, 0.0000)"
14,images/14.jpg,Masks/14.png,train,unity_eyes,unity_eyes_3c,231,131,37.56989288330078,18.78494644165039,0.2445547,0.9610768,eyeball_brown,bergen_2k,m01_color,"(16.7276, 178.3263, 0.0000)"
140,images/140.jpg,Masks/140.png,train,unity_eyes,unity_eyes_3c,229,136,34.133392333984375,5.120008850097656,-0.0008101054,0.9158135,eyeball_grey_1,DF360_002c_Ref,m14_color,"(16.1591, 191.7972, 0.0000)"
141,images/141.jpg,Masks/141.png,train,unity_eyes,unity_eyes_3c,225,169,39.14134216308594,19.57067108154297,0.06907348,0.9455467,eyeball_brown,DF360_002c_Ref,f05_color,"(10.7045, 192.2463, 0.0000)"
142,images/142.jpg,Masks/142.png,train,unity_eyes,unity_eyes_3c,229,157,36.197425842285156,5.429613876342773,-0.05657145,0.9141054,eyeball_amber,DF360_002c_Ref,m03_color,"(9.2263, 149.9256, 0.0000)"
143,images/143.jpg,Masks/143.png,train,unity_eyes,unity_eyes_3c,231,152,37.18014907836914,18.59007453918457,0.2626647,0.9585563,eyeball_brown,DF360_002c_Ref,f04_color,"(353.0247, 162.8600, 0.0000)"
144,images/144.jpg,Masks/144.png,train,unity_eyes,unity_eyes_3c,202,131,32.88151550292969,4.932227325439453,-0.01711233,0.9200962,eyeball_brown,DF360_002c_Ref,m07_color,"(351.1674, 210.5718, 0.0000)"
145,images/145.jpg,Masks/145.png,train,unity_eyes,unity_eyes_3c,229,158,37.837890625,5.67568359375,-0.02521788,0.9207759,eyeball_grey,DF360_002c_Ref,m12_color,"(340.4479, 165.0850, 0.0000)"
146,images/146.jpg,Masks/146.png,train,unity_eyes,unity_eyes_3c,242,150,41.711910247802734,6.25678653717041,-0.003738947,0.9478513,eyeball_amber,DF360_002c_Ref,m04_color,"(19.3817, 178.5452, 0.0000)"
147,images/147.jpg,Masks/147.png,train,unity_eyes,unity_eyes_3c,240,178,40.37962341308594,6.05694351196289,-0.2014894,0.9560099,eyeball_grey_1,DF360_002c_Ref,m13_color,"(12.3136, 150.6103, 0.0000)"
148,images/148.jpg,Masks/148.png,train,unity_eyes,unity_eyes_3c,237,147,39.724853515625,5.95872802734375,-0.09292185,0.9283701,eyeball_brown,DF360_002c_Ref,m12_color,"(12.3702, 164.9261, 0.0000)"
149,images/149.jpg,Masks/149.png,train,unity_eyes,unity_eyes_3c,224,162,40.07284927368164,6.010927391052246,-0.1451819,0.9326705,eyeball_grey_1,courtyard_2k,f04_color,"(359.2829, 145.8019, 0.0000)"
15,images/15.jpg,Masks/15.png,train,unity_eyes,unity_eyes_3c,236,122,38.515472412109375,19.257736206054688,0.07539245,0.9884796,eyeball_brown,bergen_2k,m02_color,"(349.5379, 159.9001, 0.0000)"
150,images/150.jpg,Masks/150.png,train,unity_eyes,unity_eyes_3c,231,133,40.1092414855957,6.016386222839356,-0.2299643,0.9387512,eyeball_brown,courtyard_2k,m13_color,"(1.1136, 181.9245, 0.0000)"
151,images/151.jpg,Masks/151.png,train,unity_eyes,unity_eyes_3c,195,157,40.87384033203125,20.436920166015625,0.2784916,0.9864126,eyeball_brown,courtyard_2k,m12_color,"(342.2767, 212.4958, 0.0000)"
152,images/152.jpg,Masks/152.png,train,unity_eyes,unity_eyes_3c,215,167,35.4250602722168,5.31375904083252,-0.1174527,0.9319475,eyeball_brown,courtyard_2k,m10_color,"(340.8748, 208.6840, 0.0000)"
153,images/153.jpg,Masks/153.png,train,unity_eyes,unity_eyes_3c,242,159,38.63622283935547,19.318111419677734,0.3561598,0.933784,eyeball_brown,courtyard_2k,f01_color,"(344.0687, 165.8830, 0.0000)"
154,images/154.jpg,Masks/154.png,train,unity_eyes,unity_eyes_3c,209,114,38.15453338623047,18.064649192498017,0.04734601,0.9344957,eyeball_brown,courtyard_2k,f01_color,"(354.1381, 205.7806, 0.0000)"
155,images/155.jpg,Masks/155.png,train,unity_eyes,unity_eyes_3c,227,106,43.67124938964844,6.550687408447265,-0.06599166,0.9980165,eyeball_amber,courtyard_2k,m01_color,"(341.0613, 182.5687, 0.0000)"
156,images/156.jpg,Masks/156.png,train,unity_eyes,unity_eyes_3c,231,150,40.3419303894043,6.0512895584106445,-0.02614434,0.9186782,eyeball_brown,courtyard_2k,m08_color,"(354.0760, 188.4166, 0.0000)"
157,images/157.jpg,Masks/157.png,train,unity_eyes,unity_eyes_3c,237,129,41.24761962890625,18.498674704504396,0.04484786,0.968854,eyeball_amber,courtyard_2k,m09_color,"(346.0138, 181.3665, 0.0000)"
158,images/158.jpg,Masks/158.png,train,unity_eyes,unity_eyes_3c,221,169,39.246376037597656,19.623188018798828,0.1642743,0.9560775,eyeball_brown,courtyard_2k,m12_color,"(346.2299, 143.7722, 0.0000)"
159,images/159.jpg,Masks/159.png,train,unity_eyes,unity_eyes_3c,235,156,41.506221771240234,6.225933265686035,-0.0887785,0.9750489,eyeball_brown,courtyard_2k,m09_color,"(18.4201, 160.4342, 0.0000)"
16,images/16.jpg,Masks/16.png,train,unity_eyes,unity_eyes_3c,195,140,36.714073181152344,18.357036590576172,0.1135872,0.9194265,eyeball_brown,bergen_2k,m15_color,"(15.4209, 210.7188, 0.0000)"
160,images/160.jpg,Masks/160.png,train,unity_eyes,unity_eyes_3c,229,161,36.71800994873047,5.50770149230957,-0.07025923,0.9854982,eyeball_brown,courtyard_2k,m14_color,"(345.9906, 195.0625, 0.0000)"
161,images/161.jpg,Masks/161.png,train,unity_eyes,unity_eyes_3c,231,140,42.69625473022461,21.348127365112305,0.2098332,0.9971391,eyeball_brown,courtyard_2k,f03_color,"(9.5069, 184.0707, 0.0000)"
162,images/162.jpg,Masks/162.png,train,unity_eyes,unity_eyes_3c,230,178,37.69546890258789,18.847734451293945,0.3779382,0.9917269,eyeball_green,courtyard_2k,m04_color,"(344.8639, 149.5750, 0.0000)"
163,images/163.jpg,Masks/163.png,train,unity_eyes,unity_eyes_3c,221,162,32.67478561401367,4.90121784210205,-0.05670523,0.9742309,eyeball_grey_1,courtyard_2k,m06_color,"(1.9069, 141.1154, 0.0000)"
164,images/164.jpg,Masks/164.png,train,unity_eyes,unity_eyes_3c,220,139,36.76963806152344,18.38481903076172,0.3345318,0.9022889,eyeball_brown,courtyard_2k,m14_color,"(348.2213, 142.1256, 0.0000)"
165,images/165.jpg,Masks/165.png,train,unity_eyes,unity_eyes_3c,226,132,35.514556884765625,16.74873605596924,0.0471602,0.9188077,eyeball_brown,courtyard_2k,m13_color,"(13.5602, 188.7522, 0.0000)"
166,images/166.jpg,Masks/166.png,train,unity_eyes,unity_eyes_3c,191,147,37.325679779052734,16.767979360134888,0.04492344,0.9755425,eyeball_brown,courtyard_2k,f05_color,"(343.7323, 217.2059, 0.0000)"
167,images/167.jpg,Masks/167.png,train,unity_eyes,unity_eyes_3c,219,149,41.876583099365234,20.938291549682617,0.1953808,0.9651088,eyeball_brown,courtyard_2k,m12_color,"(2.8490, 142.2771, 0.0000)"
168,images/168.jpg,Masks/168.png,train,unity_eyes,unity_eyes_3c,227,139,40.8050422668457,6.120756340026856,-0.07100292,0.9388033,eyeball_green,courtyard_2k,m12_color,"(7.3856, 153.0974, 0.0000)"
169,images/169.jpg,Masks/169.png,train,unity_eyes,unity_eyes_3c,226,157,36.7124137878418,18.3562068939209,0.09535395,0.9520302,eyeball_grey,courtyard_2k,m08_color,"(342.3286, 193.3745, 0.0000)"
17,images/17.jpg,Masks/17.png,train,unity_eyes,unity_eyes_3c,235,145,39.090553283691406,19.545276641845703,0.2625585,0.9061726,eyeball_brown,bergen_2k,f05_color,"(14.0631, 161.2570, 0.0000)"
170,images/170.jpg,Masks/170.png,train,unity_eyes,unity_eyes_3c,215,138,38.1331901550293,5.719978523254395,-0.0553216,0.9818268,eyeball_grey,courtyard_2k,f04_color,"(2.6679, 141.0842, 0.0000)"
171,images/171.jpg,Masks/171.png,train,unity_eyes,unity_eyes_3c,231,123,37.332664489746094,5.5998996734619135,-0.2626183,0.954905,eyeball_amber,courtyard_2k,m13_color,"(3.4311, 162.8703, 0.0000)"
172,images/172.jpg,Masks/172.png,train,unity_eyes,unity_eyes_3c,240,150,40.61262512207031,20.306312561035156,0.1273139,0.937363,eyeball_brown,courtyard_2k,m01_color,"(13.2281, 168.7350, 0.0000)"
173,images/173.jpg,Masks/173.png,train,unity_eyes,unity_eyes_3c,235,149,35.49723815917969,17.748619079589844,0.1658836,0.9046132,eyeball_brown,courtyard_2k,f02_color,"(352.0824, 163.1416, 0.0000)"
174,images/174.jpg,Masks/174.png,train,unity_eyes,unity_eyes_3c,234,125,40.318477630615234,6.047771644592285,-0.2556705,0.977668,eyeball_green,courtyard_2k,m11_color,"(351.6948, 149.7154, 0.0000)"
175,images/175.jpg,Masks/175.png,train,unity_eyes,unity_eyes_3c,195,157,40.45903396606445,6.068855094909668,-0.009273272,0.9478245,eyeball_brown,courtyard_2k,m09_color,"(340.5782, 217.5135, 0.0000)"
176,images/176.jpg,Masks/176.png,train,unity_eyes,unity_eyes_3c,229,137,37.12739181518555,5.569108772277832,-0.5786625,0.9684875,eyeball_green,courtyard_2k,m04_color,"(19.6741, 183.3238, 0.0000)"
177,images/177.jpg,Masks/177.png,train,unity_eyes,unity_eyes_3c,239,161,32.209800720214844,4.831470108032226,-0.320462,0.9750536,eyeball_grey,courtyard_2k,m13_color,"(352.5714, 153.3058, 0.0000)"
178,images/178.jpg,Masks/178.png,train,unity_eyes,unity_eyes_3c,228,158,41.61988067626953,7.18404922341156,0.0172611,0.9801232,eyeball_grey_1,courtyard_2k,f02_color,"(11.7384, 176.9687, 0.0000)"
179,images/179.jpg,Masks/179.png,train,unity_eyes,unity_eyes_3c,243,154,38.42241668701172,5.7633625030517575,-0.1191326,0.91494,eyeball_brown,golden_gate_2k,m11_color,"(7.4853, 175.8530, 0.0000)"
18,images/18.jpg,Masks/18.png,train,unity_eyes,unity_eyes_3c,240,165,36.83802032470703,18.419010162353516,0.3447179,0.9084006,eyeball_brown,bergen_2k,m06_color,"(354.2529, 174.3733, 0.0000)"
180,images/180.jpg,Masks/180.png,train,unity_eyes,unity_eyes_3c,222,152,33.38923645019531,5.008385467529297,-0.1199795,0.9307433,eyeball_brown,golden_gate_2k,f03_color,"(349.3947, 143.3477, 0.0000)"
181,images/181.jpg,Masks/181.png,train,unity_eyes,unity_eyes_3c,202,132,37.68125534057617,5.652188301086426,-0.3331154,0.9916986,eyeball_brown,golden_gate_2k,m07_color,"(2.1009, 208.7906, 0.0000)"
182,images/182.jpg,Masks/182.png,train,unity_eyes,unity_eyes_3c,191,178,37.457481384277344,18.728740692138672,0.2389479,0.9682124,eyeball_brown,golden_gate_2k,f02_color,"(345.0057, 216.3387, 0.0000)"
183,images/183.jpg,Masks/183.png,train,unity_eyes,unity_eyes_3c,242,152,39.859375,5.97890625,-0.1487954,0.9183661,eyeball_brown,golden_gate_2k,f03_color,"(358.4383, 166.8340, 0.0000)"
184,images/184.jpg,Masks/184.png,train,unity_eyes,unity_eyes_3c,208,143,34.23896026611328,5.135844039916992,-0.0724913,0.9052842,eyeball_brown,golden_gate_2k,m02_color,"(356.8004, 209.3348, 0.0000)"
185,images/185.jpg,Masks/185.png,train,unity_eyes,unity_eyes_3c,212,152,31.933834075927734,4.79007511138916,-0.1745177,0.942778,eyeball_amber,golden_gate_2k,f05_color,"(350.8327, 203.5667, 0.0000)"
186,images/186.jpg,Masks/186.png,train,unity_eyes,unity_eyes_3c,231,132,39.941741943359375,19.970870971679688,0.2443396,0.9174373,eyeball_brown,golden_gate_2k,m07_color,"(348.9593, 183.8118, 0.0000)"
187,images/187.jpg,Masks/187.png,train,unity_eyes,unity_eyes_3c,231,160,33.20494079589844,16.60247039794922,0.09490164,0.9998325,eyeball_brown,golden_gate_2k,f02_color,"(340.8190, 156.5603, 0.0000)"
188,images/188.jpg,Masks/188.png,train,unity_eyes,unity_eyes_3c,226,125,35.466583251953125,5.319987487792969,-0.2300962,0.9145316,eyeball_green,golden_gate_2k,f04_color,"(10.9262, 190.8935, 0.0000)"
189,images/189.jpg,Masks/189.png,train,unity_eyes,unity_eyes_3c,220,146,34.273681640625,17.1368408203125,0.1015351,0.9544212,eyeball_amber,golden_gate_2k,m09_color,"(345.0210, 150.7689, 0.0000)"
19,images/19.jpg,Masks/19.png,train,unity_eyes,unity_eyes_3c,230,164,39.64238357543945,5.946357536315918,-0.1049681,0.911726,eyeball_grey,bergen_2k,f04_color,"(355.2484, 182.6176, 0.0000)"
190,images/190.jpg,Masks/190.png,train,unity_eyes,unity_eyes_3c,195,169,37.65901184082031,5.648851776123046,-0.1546219,0.9214826,eyeball_brown,golden_gate_2k,m01_color,"(17.8637, 216.9458, 0.0000)"
191,images/191.jpg,Masks/191.png,train,unity_eyes,unity_eyes_3c,240,158,39.7578125,5.963671875,-0.1290905,0.9657412,eyeball_green,golden_gate_2k,m15_color,"(350.0180, 176.1580, 0.0000)"
192,images/192.jpg,Masks/192.png,train,unity_eyes,unity_eyes_3c,227,160,40.20802307128906,20.10401153564453,0.05078924,0.9263843,eyeball_brown,golden_gate_2k,m06_color,"(352.6978, 194.0390, 0.0000)"
193,images/193.jpg,Masks/193.png,train,unity_eyes,unity_eyes_3c,239,172,39.74048614501953,5.96107292175293,-0.006142611,0.9519224,eyeball_brown,golden_gate_2k,m03_color,"(353.0546, 156.7069, 0.0000)"
194,images/194.jpg,Masks/194.png,train,unity_eyes,unity_eyes_3c,230,143,42.95454406738281,10.214839715579222,0.02378058,0.9797412,eyeball_green,golden_gate_2k,m07_color,"(357.0637, 190.4501, 0.0000)"
195,images/195.jpg,Masks/195.png,train,unity_eyes,unity_eyes_3c,222,165,41.76105880737305,20.880529403686523,0.4708462,0.994647,eyeball_brown,golden_gate_2k,m09_color,"(350.7180, 200.9745, 0.0000)"
196,images/196.jpg,Masks/196.png,train,unity_eyes,unity_eyes_3c,237,148,40.92023468017578,6.138035202026367,-0.306347,0.951896,eyeball_grey_1,golden_gate_2k,m13_color,"(346.6393, 171.9245, 0.0000)"
197,images/197.jpg,Masks/197.png,train,unity_eyes,unity_eyes_3c,237,124,38.503318786621094,15.262010956282806,0.03963817,0.913424,eyeball_green,golden_gate_2k,m11_color,"(3.1236, 171.6826, 0.0000)"
198,images/198.jpg,Masks/198.png,train,unity_eyes,unity_eyes_3c,238,139,36.7576904296875,5.513653564453125,-0.001655489,0.9629713,eyeball_grey_1,golden_gate_2k,m12_color,"(8.7802, 151.2373, 0.0000)"
199,images/199.jpg,Masks/199.png,train,unity_eyes,unity_eyes_3c,243,142,43.25150680541992,6.487726020812988,-0.03785536,0.9971797,eyeball_green,golden_gate_2k,f01_color,"(3.0860, 165.8584, 0.0000)"
2,images/2.jpg,Masks/2.png,train,unity_eyes,unity_eyes_3c,233,163,39.50103759765625,5.9251556396484375,-0.2392031,0.9186371,eyeball_brown,bergen_2k,m10_color,"(3.3025, 184.8906, 0.0000)"
20,images/20.jpg,Masks/20.png,train,unity_eyes,unity_eyes_3c,237,124,39.92338943481445,5.988508415222168,-0.05267003,0.9764271,eyeball_brown,bergen_2k,m14_color,"(11.5466, 179.2189, 0.0000)"
200,images/200.jpg,Masks/200.png,train,unity_eyes,unity_eyes_3c,229,123,38.71656799316406,19.35828399658203,0.5255698,0.956237,eyeball_brown,golden_gate_2k,m06_color,"(2.7050, 182.3995, 0.0000)"
201,images/201.jpg,Masks/201.png,train,unity_eyes,unity_eyes_3c,243,148,38.05438232421875,5.708157348632812,-0.01847165,0.966301,eyeball_brown,golden_gate_2k,m09_color,"(347.2975, 168.8535, 0.0000)"
202,images/202.jpg,Masks/202.png,train,unity_eyes,unity_eyes_3c,239,134,39.3662223815918,19.6831111907959,0.4282162,0.9632961,eyeball_brown,golden_gate_2k,m04_color,"(9.6480, 180.3911, 0.0000)"
203,images/203.jpg,Masks/203.png,train,unity_eyes,unity_eyes_3c,212,159,35.87403869628906,17.93701934814453,0.06611695,0.941754,eyeball_brown,golden_gate_2k,m08_color,"(342.9461, 200.5515, 0.0000)"
204,images/204.jpg,Masks/204.png,train,unity_eyes,unity_eyes_3c,229,147,39.315128326416016,5.897269248962402,-0.3092475,0.9968808,eyeball_grey_1,golden_gate_2k,m11_color,"(342.4174, 187.5575, 0.0000)"
205,images/205.jpg,Masks/205.png,train,unity_eyes,unity_eyes_3c,241,167,41.88658142089844,6.282987213134765,-0.02632656,0.9773334,eyeball_brown,golden_gate_2k,m01_color,"(5.0907, 170.5869, 0.0000)"
206,images/206.jpg,Masks/206.png,train,unity_eyes,unity_eyes_3c,235,165,38.46865463256836,19.23432731628418,0.0797166,0.9928438,eyeball_brown,golden_gate_2k,m08_color,"(1.9267, 147.0941, 0.0000)"
207,images/207.jpg,Masks/207.png,train,unity_eyes,unity_eyes_3c,207,136,40.473323822021484,20.236661911010742,0.3172768,0.9702412,eyeball_green,golden_gate_2k,m14_color,"(3.4397, 142.2432, 0.0000)"
